doc_id,chunk_id,sentence_text,a_raw_text,a_class,d_surface,d_class,i_phrase_text,c_texts,b_text,o_local_present,o_local_text,statement_type_candidate,iad_rule_type_primary,iad_rule_type_hits,iad_rule_type_n_hits,iad_boundary,iad_position,iad_choice,iad_information,iad_scope,iad_aggregation,iad_payoff,is_education_relevant,is_education_in_title,manual_primary_rule_type,manual_secondary_rule_types,manual_is_unclear,manual_notes,manual_confidence,manual_reviewer
022c930c18687f91,1685,"While not every challenge from an individual will result in the decision being overturned, you should expect that many could be.",you,explicit,should,obligation,expect,While not every challenge from an individual will result in the decision being overturned,,True,"While not every challenge from an individual will result in the decision being overturned, you should expect that many could be.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1688,Finer- grained ‘bins’ may result in a different model with substantially different predictions for people of different ages.,,implicit,may,permission,result,in a different model with substantially different predictions for people of different ages,model,True,Finer- grained ‘bins’ may result in a different model with substantially different predictions for people of different ages.,rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1783,"It sets outs why fundamental aspects of building AI such as underlying assumptions, abstractions used to model a problem, the selection of target variables or the tendency to over-rely on quantifiable proxies may have an impact on fairness.","abstractions used to model a problem ,",explicit,may,permission,have an impact on fairness,,model,True,This chapter also explains the different sources of bias that can lead to unfairness and possible mitigation measures.,rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,0,0,,,,,,
022c930c18687f91,1783,This chapter also explains the different sources of bias that can lead to unfairness and possible mitigation measures.,that,explicit,can,permission,lead mitigation measures,,,True,This chapter also explains the different sources of bias that can lead to unfairness and possible mitigation measures.,rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1788,"It also provides useful foundational knowledge for data protection officers, risk managers, as well as information for the broader public around the processes or decisions that may lead to unfair outcomes in the context of AI and any mitigations.",that,explicit,may,permission,lead,in the context of AI and any mitigations,data,True,"It also provides useful foundational knowledge for data protection officers, risk managers, as well as information for the broader public around the processes or decisions that may lead to unfair outcomes in the context of AI and any mitigations.",rule_candidate,information,choice|information|scope,3,0,0,1,1,1,0,0,0,0,,,,,,
022c930c18687f91,1813,"This may lead to unfair outcomes, such as increased risk of making unfair decisions about individuals or groups.",This,explicit,may,permission,lead,,,True,"This may lead to unfair outcomes, such as increased risk of making unfair decisions about individuals or groups.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,0,0,,,,,,
022c930c18687f91,1824,"If it limits the decision space to this binary choice, without considering the terms under which the loan is granted to different individuals, it may lead to unfair outcomes.",it,explicit,may,permission,lead,"If it limits the decision space to this binary choice , without considering the terms under which the loan is granted to different individuals",,True,"If it limits the decision space to this binary choice, without considering the terms under which the loan is granted to different individuals, it may lead to unfair outcomes.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,0,0,,,,,,
022c930c18687f91,1828,"This can lead to omitting useful features from your model’s design, or embedding unwanted bias by using unreliable proxies just because they are easily available.",This,explicit,can,permission,lead|embedding unwanted bias by using unreliable proxies,,model,True,"This can lead to omitting useful features from your model’s design, or embedding unwanted bias by using unreliable proxies just because they are easily available.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1839,"In turn, this may lead to design changes during the development process which ensure your system has a better chance of delivering fair outcomes when you deploy it.",this,explicit,may,permission,lead,In turn|during the development process which ensure your system has a better chance of delivering fair outcomes when you deploy it,system,True,"In turn, this may lead to design changes during the development process which ensure your system has a better chance of delivering fair outcomes when you deploy it.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,0,0,,,,,,
022c930c18687f91,1853,"Additionally, decision-making processes that can lead to unfair outcomes can be sector specific.",that,explicit,can,permission,lead,,,True,"Additionally, decision-making processes that can lead to unfair outcomes can be sector specific.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,0,0,,,,,,
022c930c18687f91,1863,"You can undertake pre-processing bias mitigation, for example by removing examples from your training dataset that you suspect may lead to discrimination.",You,explicit,can,permission,"undertake pre - processing bias mitigation ,",for example,dataset,True,"You can undertake pre-processing bias mitigation, for example by removing examples from your training dataset that you suspect may lead to discrimination.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1934,"Additionally, misrepresentation or underrepresentation of certain data points can result in risks of harm, such as: underrepresentation in labelled data points, leading to harms related to the allocation of opportunities or resources.",misrepresentation or underrepresentation of certain data points,explicit,can,permission,result,"in risks of harm , such as : underrepresentation in labelled data points",data,True,"Additionally, misrepresentation or underrepresentation of certain data points can result in risks of harm, such as: underrepresentation in labelled data points, leading to harms related to the allocation of opportunities or resources.",rule_candidate,payoff,choice|payoff,2,0,0,1,0,0,0,1,0,0,,,,,,
022c930c18687f91,1949,You should also detect any biases that may be encoded into the personal data you collect or procure.,You,explicit,should,obligation,detect any biases that may be encoded into the personal data you collect or procure,,personal data,True,"For example, if you sample uniformly from the training dataset, this may result in disparities for minorities that are under- represented within the data.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1949,"For example, if you sample uniformly from the training dataset, this may result in disparities for minorities that are under- represented within the data.",this,explicit,may,permission,result,if you sample uniformly from the training dataset|For example|in disparities for minorities that are under- represented within the data,dataset,True,"For example, if you sample uniformly from the training dataset, this may result in disparities for minorities that are under- represented within the data.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1950,Be mindful that common practices like imputing missing values can introduce biases that may result in unfairness.,common practices like imputing missing values,explicit,can,permission,introduce biases that may result in unfairness,,,True,Be mindful that common practices like imputing missing values can introduce biases that may result in unfairness.,rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1951,"To ensure fairness, you may decide not to use certain data sources or features to make decisions about people.",you,explicit,may,permission,decide,,data,True,"For example, when using them may lead to direct or indirect discrimination.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1951,"For example, when using them may lead to direct or indirect discrimination.",,implicit,may,permission,lead,For example,,True,"For example, when using them may lead to direct or indirect discrimination.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1959,"If your collected data reflects societal or statistical bias, you should consider modifying the training data, to remove examples of data that you suspect can lead to discrimination.",you,explicit,should,obligation,consider,If your collected data reflects societal or statistical bias,data,True,"If your collected data reflects societal or statistical bias, you should consider modifying the training data, to remove examples of data that you suspect can lead to discrimination.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1980,"However, you should recognise that feature engineering may also introduce risks of statistical bias, specifically aggregation bias.",you,explicit,should,obligation,recognise,,,True,"For example, if you do not apply transformation techniques correctly, they could also lead to aggregation bias and therefore not solve the issue you are trying to address.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1983,"Further reading in this guidance How you can address risks of interpretability Further reading – ICO guidance Design fairness (Explaining decisions made with AI)  Example Individuals who follow the Catholic, Protestant or Orthodox doctrines are grouped under one “Christian” data feature.",you,explicit,can,permission,address risks of interpretability Further reading – ICO guidance Design fairness ( Explaining decisions made with AI ),,data,True,This is an example of how feature engineering can lead to unfair results.,rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1983,"This may fail to account for their distinctions, leading to unexpected results, depending on the context.",This,explicit,may,permission,fail,,,True,This is an example of how feature engineering can lead to unfair results.,rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1983,This is an example of how feature engineering can lead to unfair results.,feature engineering,explicit,can,permission,lead,,,True,This is an example of how feature engineering can lead to unfair results.,rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1996,"However, you should consider individuals’ reasonable expectations when you address it.",you,explicit,should,obligation,consider individuals ’ reasonable expectations,,,True,"For example: there may be implicit assumptions in the decisions you make about the features that are relevant to your problem; and how you weigh these features may lead to one or more having a higher importance or prioritisation, and this may not be justifiable to the individuals concerned.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1996,"For example: there may be implicit assumptions in the decisions you make about the features that are relevant to your problem; and how you weigh these features may lead to one or more having a higher importance or prioritisation, and this may not be justifiable to the individuals concerned.",,implicit,may,permission,be|lead,For example,,True,"For example: there may be implicit assumptions in the decisions you make about the features that are relevant to your problem; and how you weigh these features may lead to one or more having a higher importance or prioritisation, and this may not be justifiable to the individuals concerned.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,1998,A reinforcement learning system that explores the relationship of actions and reward functions may lead to unpredictable results when individuals or their personal data inform that learning process.,A reinforcement learning system that explores the relationship of actions and reward functions,explicit,may,permission,lead,,system,True,A reinforcement learning system that explores the relationship of actions and reward functions may lead to unpredictable results when individuals or their personal data inform that learning process.,rule_candidate,payoff,choice|information|payoff,3,0,0,1,1,0,0,1,0,0,,,,,,
022c930c18687f91,2005,Both underfitting and overfitting can result in statistical inaccuracies affecting individuals’ reasonable expectations.,Both underfitting and overfitting,explicit,can,permission,result,in statistical inaccuracies affecting individuals ’ reasonable expectations,,True,Both underfitting and overfitting can result in statistical inaccuracies affecting individuals’ reasonable expectations.,rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,2016,This means exploration’s benefits may come at the expense of the model not taking an action that is known to have a specific payoff.,exploration ’s benefits,explicit,may,permission,come,,model,True,"This may result in less online engagement, and potentially less revenue for the company selling the advertising space.",rule_candidate,payoff,choice|payoff,2,0,0,1,0,0,0,1,0,0,,,,,,
022c930c18687f91,2016,"This may result in less online engagement, and potentially less revenue for the company selling the advertising space.",This,explicit,may,permission,result,"in less online engagement , and potentially less revenue for the company selling the advertising space",,True,"This may result in less online engagement, and potentially less revenue for the company selling the advertising space.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,2038,The way you deploy your system may also lead to unjustifiably unfair outcomes.,The way you deploy your system,explicit,may,permission,lead,,system,True,The way you deploy your system may also lead to unjustifiably unfair outcomes.,rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,0,0,,,,,,
022c930c18687f91,2071,"Changes in the environment can also change its impact, including the individuals on which your system is deployed on or their behaviour.",Changes in the environment,explicit,can,permission,"change its impact , including the individuals on which your system is deployed on or their behaviour",,system,True,This can lead to emergent bias which you must to take into account.,rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,2071,This can lead to emergent bias which you must to take into account.,This,explicit,can,permission,lead,,,True,This can lead to emergent bias which you must to take into account.,rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,2091,This can lead to model misclassifications.,This,explicit,can,permission,lead,,model,True,This can lead to model misclassifications.,rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,2095,"This can lead to changes in the relationship between the features and the target variable, which may lead to the outputs becoming less statistically accurate.",This,explicit,can,permission,lead,,,True,"This can lead to changes in the relationship between the features and the target variable, which may lead to the outputs becoming less statistically accurate.",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,0,0,,,,,,
022c930c18687f91,2101,"Function creep can lead to deployment bias, where there is an inappropriate use of a model in a live environment.",Function creep,explicit,can,permission,lead,,model,True,"Function creep can lead to deployment bias, where there is an inappropriate use of a model in a live environment.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
022c930c18687f91,2103,"Therefore, deploying Supplementary reading in this guidance How should we define and prioritise different statistical accuracy measures? 16 March 2023 - 2.0.0 132 an AI system that someone else created for a specific use in another domain can lead to statistical inaccuracies or discrimination.",we,explicit,should,obligation,define 2.0.0 132 an AI system that someone else created for a specific use in another domain can lead to statistical inaccuracies or discrimination|prioritise different statistical accuracy measures,,AI system,True,"Therefore, deploying Supplementary reading in this guidance How should we define and prioritise different statistical accuracy measures? 16 March 2023 - 2.0.0 132 an AI system that someone else created for a specific use in another domain can lead to statistical inaccuracies or discrimination.",rule_candidate,choice,choice,1,0,0,1,0,0,0,0,0,0,,,,,,
0266d2fe4fd54289,2255,"The State Secretariat for Digitalisation and Artificial Intelligence shall not be liable, under any circumstances, for the information provided by the members of the Pact for publication on the portal.",The State Secretariat for Digitalisation and,explicit,shall,prohibition,be,under any circumstances|for the information provided by the members of the Pact for publication on the portal,,True,"The State Secretariat for Digitalisation and Artificial Intelligence shall not be liable, under any circumstances, for the information provided by the members of the Pact for publication on the portal.",rule_candidate,payoff,choice|information|payoff,3,0,0,1,1,0,0,1,0,0,,,,,,
02d9e6d982b9ece6,3150,"At the same time, Dutch food must meet high standards in the future: attractive, safe, accessible to everyone, and contributing to lifestyles that are less likely to lead to obesity , lifestyle diseases, and major differences in healthy life expectancy .",Dutch food,explicit,must,obligation,meet high standards,in the future,,True,"At the same time, Dutch food must meet high standards in the future: attractive, safe, accessible to everyone, and contributing to lifestyles that are less likely to lead to obesity , lifestyle diseases, and major differences in healthy life expectancy .",rule_candidate,scope,choice|scope,2,0,0,1,0,1,0,0,0,0,,,,,,
03807803a9187364,5215,"16 (b) E LEMENTS.—The report required by subsection 17 (a) shall include preliminary findings, and the basis for 18 such findings, of the Secretary with respect to whether— 19 (1) the use of a contract described in such sub-20 section could result in significant savings compared 21 to the total anticipated costs of carrying out the pro-22 gram through annual contracts; 23 (2) the minimum need for the destroyers de-24 scribed in such subsection to be purchased is ex-25 VerDate Nov 24 2008 10:22 Dec 07, 2021 Jkt 000000 PO 00000 Frm 00048",16 ( b ) E LEMENTS.—The report required by subsection 17 ( a ),explicit,shall,obligation,include preliminary findings,,,True,"16 (b) E LEMENTS.—The report required by subsection 17 (a) shall include preliminary findings, and the basis for 18 such findings, of the Secretary with respect to whether— 19 (1) the use of a contract described in such sub-20 section could result in significant savings compared 21 to the total anticipated costs of carrying out the pro-22 gram through annual contracts; 23 (2) the minimum need for the destroyers de-24 scribed in such subsection to be purchased is ex-25 VerDate Nov 24 2008 10:22 Dec 07, 2021 Jkt 000000 PO 00000 Frm 00048",rule_candidate,payoff,choice|information|payoff|position,4,0,1,1,1,0,0,1,0,0,,,,,,
03807803a9187364,6100,"may result in— 8 (A) a reduction in dependency on support 9 assets, including air refueling and replenish-10 ment tankers; and 11 (B) an overall cost benefit to the Depart-12 ment from reduced acquisition and sustainment 13 for such support assets.",,implicit,may,permission,"result a reduction in dependency on support 9 assets , including air refueling and replenish-10 ment tankers",in —,,True,"may result in— 8 (A) a reduction in dependency on support 9 assets, including air refueling and replenish-10 ment tankers; and 11 (B) an overall cost benefit to the Depart-12 ment from reduced acquisition and sustainment 13 for such support assets.",rule_candidate,payoff,choice|payoff,2,0,0,1,0,0,0,1,0,0,,,,,,
03807803a9187364,6597,"13 (a) REVIEW REQUIRED.—Not later than 180 days of 14 after the date of the enactment of this Act, the Secretary 15 of Defense shall complete a review of the efforts of the 16 Department of Defense to prevent or mitigate spills of 17 aqueous film-forming foam (in this section referred to as 18 ‘‘AFFF’’).",the Secretary 15 of Defense,explicit,shall,obligation,complete a review of the efforts of the 16 Department of Defense to prevent or mitigate spills of 17 aqueous film - forming foam,,,True,"Such review shall assess the following: 19 (1) The preventative maintenance guidelines for 20 fire trucks of the Department and fire suppression 21 systems in buildings of the Department, to mitigate 22 the risk of equipment failure that may result in a 23 spill of AFFF.",rule_candidate,information,choice|information|position,3,0,1,1,1,0,0,0,0,0,,,,,,
03807803a9187364,6597,"Such review shall assess the following: 19 (1) The preventative maintenance guidelines for 20 fire trucks of the Department and fire suppression 21 systems in buildings of the Department, to mitigate 22 the risk of equipment failure that may result in a 23 spill of AFFF.",Such review,explicit,shall,obligation,"assess the following : 19 ( 1 ) The preventative maintenance guidelines for 20 fire trucks of the Department and fire suppression 21 systems in buildings of the Department , to mitigate 22 the risk of equipment failure that may result in a 23 spill of AFFF",,systems,True,"Such review shall assess the following: 19 (1) The preventative maintenance guidelines for 20 fire trucks of the Department and fire suppression 21 systems in buildings of the Department, to mitigate 22 the risk of equipment failure that may result in a 23 spill of AFFF.",rule_candidate,information,choice|information|position,3,0,1,1,1,0,0,0,0,0,,,,,,
03807803a9187364,6600,"G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml (827574|9) 242 (2) Any requirements for the use of personal 1 protective equipment by personnel when conducting 2 a material transfer or maintenance activity of the 3 Department that may result in a spill of AFFF, or 4 when conducting remediation activities for such a 5 spill, including requirements for side-shield safety 6 glasses, latex gloves, and respiratory protection 7 equipment.",that,explicit,may,permission,result,"in a spill of AFFF , or",,True,"G:\\CMTE\\AS\\22\\C\\RCP.XML g:\\VHLC\\120721\\120721.004.xml (827574|9) 242 (2) Any requirements for the use of personal 1 protective equipment by personnel when conducting 2 a material transfer or maintenance activity of the 3 Department that may result in a spill of AFFF, or 4 when conducting remediation activities for such a 5 spill, including requirements for side-shield safety 6 glasses, latex gloves, and respiratory protection 7 equipment.",rule_candidate,position,choice|position,2,0,1,1,0,0,0,0,0,0,,,,,,
03807803a9187364,6602,"12 (b) G UIDANCE.—Not later than 90 days after the 13 date on which the Secretary completes the review under 14 subsection (a), the Secretary shall issue guidance on the 15 prevention and mitigation of spills of AFFF based on the 16 results of such review that includes, at a minimum, best 17 practices and recommended requirements to ensure the 18 following: 19 (1) The supervision by personnel trained in re-20 sponding to spills of AFFF of each material transfer 21 or maintenance activity of the Department of De-22 fense that may result in such a spill.",12 ( b ) G UIDANCE.—Not,explicit,shall,obligation,issue guidance 19 ( 1 ) The supervision by personnel trained in re-20 sponding to spills of AFFF of each material transfer 21 or maintenance activity of the Department of De-22 fense that may result in such a spill,later than 90 days after the 13 date on which the Secretary completes the review under 14 subsection ( a ),,True,"12 (b) G UIDANCE.—Not later than 90 days after the 13 date on which the Secretary completes the review under 14 subsection (a), the Secretary shall issue guidance on the 15 prevention and mitigation of spills of AFFF based on the 16 results of such review that includes, at a minimum, best 17 practices and recommended requirements to ensure the 18 following: 19 (1) The supervision by personnel trained in re-20 sponding to spills of AFFF of each material transfer 21 or maintenance activity of the Department of De-22 fense that may result in such a spill.",rule_candidate,information,choice|information|position,3,0,1,1,1,0,0,0,0,0,,,,,,
